"E45642014","02","SE","07/07/2014","201402933","03/07/2014 14:07","4","Outram Pk Stn","Outram Rd","1","1","1","1","13","33","1","3","5","70","54","0","0","0","N","Y","N","N","N","","26","R","SBS6384D, POI- Right front but no damaged (EURG) Cam onboard Attended S&S on","I was driving bus svc 63 along the said rd. While enter into the said b/stop, discovered there was a m/van (GBA9274M) plying very close to my bus and my bus was being grazed by the said van. Bus resumed service after assessed the bus damage and exchanged particulars with the said driver. There were no damages to the both vehicles. That's all.","","","AMOPPR10","07/07/2014 09:07","EDBDAM04","09/07/2014 10:07","","Y"
"E47662014","02","SE","16/07/2014","201403233","07/07/2014 13:07","1","YISHUN AVE 2 BUS STOP","YISHUN AVE 2","3","1","1","1","19","42","4","2","5","70","52","0","0","0","N","Y","N","N","N","","26","R","SBS0890Z REAR BUMPER AND PANEL DENTED (TMRG) CAM ON BOARD ATTENDED S&S  ON SERVICE","I stopped at a bus stop along Yishun Ave 2. Suddenly, there was a alight jerk. I did not know that my bus was hit at the rear until one passenger informed me. I checked my bus after arrived at the interchange and found the my bus 's rear was hit by another bus(SBS6248P). The other driver claimed that the sun was very hot, he could not see properly. He apologised and admitted fault. No injury. That 's all. ","","I worked PM shifts","EDSFOF02","16/07/2014 14:07","EDBDAM04","31/07/2014 16:07","","Y"
"W46872014","02","SW","11/07/2014","201403233","07/07/2014 13:07","1","bstop, yishun Ave 2","Yishun Ave 2","1","1","2","2","17","42","3","1","5","70","52","0","0","0","N","Y","Y","N","N","","26","R","sbs6248P- front w/screen cracked(SKRG) cctv sbs890Z,svc39,BC74361,TMRG","On a/m date and time, I was driving toward Khatib Station bstop when a SBS890Z infront of me suddenly jammed brake resulting my bus to hit said bus rear. No injuries. I exchanged particulars with BC74361 and informed OCC.that is all","","BC reported on 10/07/2014","WDSSOF01","11/07/2014 15:07","EDBDAM04","31/07/2014 16:07","","Y"
"W46302014","02","SW","09/07/2014","201403236","08/07/2014 06:07","3","Clementi Ave 2","Clementi Ave 2","2","1","3","2","2","33","2","2","5","82","58","0","0","0","N","Y","Y","N","Y","","26","R","SBS 8118T      Front left corner body, bumper damaged.        (CLRG) Below rubber damaged. Cam Onboard","On 08/07/2014 at about 06:55 hrs, I was heading to turn right to Clementi Ave 2 from West Coast Road. When I have already turned right and driving along the Clenenti Ave 2, due to the heavy rain and the bus are crowded thus affect my focus and vision resulted my bus accidentally grazed against left side concrete kerb. I thought its a small problem so I continue my service. When I arrived at Clementi Interchange, I went down to checked my bus and found Front left corner body, bumper damaged. I then report the matter to ARM which I don't know his name. He then call the mechanic at Clementi Interchange to check my bus and took photo.  Thereafter ARM instruct me to make district report. That's all","","","WDSSOF01","09/07/2014 15:07","EDBDAM04","31/07/2014 16:07","","Y"
"W50072014","02","SW","29/07/2014","201403238","11/07/2014 09:07","1","Parkway Parade bstop","Parkway parade","2","1","1","1","7","42","3","3","5","86","65","0","0","0","N","Y","Y","N","N","","26","R","sbs2721R - no damage (JERG) no cctv","With reference to CFMS2014/Jul/2311, I wish to deny such incident happened. Furthermore, complainant did not provide bus number. Said complainant also mentioned that it happened at the door. I could not had missed it if a pax head was hit by door because I always check my mirros everytime. I wish to also state that such incident happened for the firt time. Therefore I deny such allegations. furthermore, there is no cctv in my bus. If such thing happened, I would had informed my RM asap.That is all.","","Bc reported on 29/07/2014","WDSSOF01","29/07/2014 14:07","EDBDAM04","31/07/2014 16:07","","Y"
"E47452014","02","SE","15/07/2014","201403239","11/07/2014 09:07","3","BRADDELL BUS PARK INGRESS","BRADDELL BUS PARK INGRESS","3","1","1","1","6","39","4","2","5","91","73","0","0","0","N","Y","N","N","N","","26","R","SBS5199D NO DAMAGE (TPRG) CAM ON BOARD ATTENDED S&S ON SERVICE","I was entering Braddell bus park. In front of my bus was a taxi. There was a gate barrier. The latter lifted up and then the taxi passed through. I followed behind the taxi and was hit by the gate barrier. No injury. That 's all. ","","","EDSFOF02","15/07/2014 11:07","EDBDAM04","31/07/2014 16:07","","Y"
"E47722014","02","SE","16/07/2014","201403241","11/07/2014 13:07","1","AMK AVE 3 BUS STOP","AMK AVE 3","2","1","1","1","17","42","4","2","5","70","66","0","0","0","N","Y","N","N","Y","","26","R","SBS8117X NO DAMAGED (YCKRG) CAM ON BOARD ATTENDED S&S  ON SERVICE"," As I was about to leave the bus stop along AMK Avenue 3, an old man about 70 yrs old ran to the front doors of my bus and so I opened and let him in. He sat at the back of the bus and after a few minutes, he came to me and said that he wanted to complain me for failing to see him coming and closed the doors before he came up the bus. No injury. That 's all. /*F/20140716/2097*/ /*CFMS : 2014/JUL/1566*/ ","","","EDSFOF02","16/07/2014 15:07","EDBDAM04","31/07/2014 16:07","","Y"
"W47952014","02","SW","17/07/2014","201403242","11/07/2014 18:07","2","b/stop 7.3 KM - Tao Nan Sch","Marine Parade Rd","1","1","1","1","11","42","1","3","1","70","52","0","0","0","N","Y","N","N","N","","26","R","SBS2727A - Front left corner bumper paint scratched ( CLRG )  No Cam","Aft paxs activities at kerbside b/stop 7.3 KM along Marine Parade Rd, I moved & then swerved to the right twds yellow box junct, when a m/car SFM7194M came from my right entered into yellow box junct & then cut into my path & then make a stopped, as a result my bus front left bumper collided into the rear left bumper of said car. I alighted to check. WOCC informed & exchange particulars & cont my svc. On 14/7, Master Ong awared but my master did not advised me to file TAC.","","Hwee Huang email dd 150714  On 14/7-16/7 I am regular PM shift duty  & had no time to file TAC.","JRADAA01","17/07/2014 13:07","EDBDAM04","31/07/2014 16:07","","Y"
"E47522014","02","SE","15/07/2014","201403245","15/07/2014 09:07","1","After Lorong 1 Geylang","Sims Ave","3","1","1","1","8","42","2","3","5","70","60","0","0","0","N","Y","Y","N","N","","26","R","SBS6601C, Rear portion damaged (BDRG) Cam onboard  Attended S&S","Before I could stop my bus at the said b/stop for pax activities and I heard sound. A pax of my bus come to approached me informed that my bus was being hit a m/bus (SBS3721J, svc 2) resulted damaged on rear poriton. No one was injured. Svc 033 rear w/screen cracked and RTD after consulted CRS. Photo taken by AS. That's all.","","","AMOPPR10","15/07/2014 15:07","EDBDAM04","31/07/2014 16:07","","Y"
"E47712014","02","SE","16/07/2014","201403245","15/07/2014 09:07","1","Aft Lrg 1 Geylang b/stop","Sims Ave","1","1","1","1","9","42","2","3","5","70","54","0","0","0","N","Y","N","N","N","","26","R","SBS3721J, POI- left v/mirror but no damaged (PRRG) Cam onboard  Attended S&S on","During incident period, I had stopped behind a m/bus (SBS6601C, svc 33) at the said b/stop when the front bus inch forwards and I follow suits swerve my bus to the right. At this juncture, my bus left v/mirror collided onto the said bus resulted it rear w/screen damaged. No one was injured. The driver did not know that I had collided onto his bus and I chase his bus until Lrg 3 Geyland b/stop. Svc 002 no damaged reported and resume service. Svc 033 rear w/screen cracked and RTD after consulted CRS. That's all.","","","AMOPPR10","16/07/2014 15:07","EDBDAM04","31/07/2014 16:07","","Y"
